,Unnamed: 0,epc_ind,epc_label,total_co2,scenario_name,gas_consumption,oil_consumption,total_floor_area,heating_consumption,electricity_injected,total_investment_cost,electricity_consumption,domestic_hot_water_consumption,total_subsidies,total_oil_cost,pv_production,name,building_type,construction_year,scale_kadaster,heating_system,tco,dhw_system,emissions_2025,modified_emissions_2025,emissions_2026,modified_emissions_2026,emissions_2027,modified_emissions_2027,emissions_2028,modified_emissions_2028,emissions_2029,modified_emissions_2029,emissions_2030,modified_emissions_2030,emissions_2031,modified_emissions_2031,emissions_2032,modified_emissions_2032,emissions_2033,modified_emissions_2033,emissions_2034,modified_emissions_2034,emissions_2035,modified_emissions_2035,emissions_2036,modified_emissions_2036,emissions_2037,modified_emissions_2037,emissions_2038,modified_emissions_2038,emissions_2039,modified_emissions_2039,emissions_2040,modified_emissions_2040,total_emissions,modified_total_emissions,total_co2_modified,epc_ind_modified,solar_injection_emissions_2025,solar_injection_emissions_2026,solar_injection_emissions_2027,solar_injection_emissions_2028,solar_injection_emissions_2029,solar_injection_emissions_2030,solar_injection_emissions_2031,solar_injection_emissions_2032,solar_injection_emissions_2033,solar_injection_emissions_2034,solar_injection_emissions_2035,solar_injection_emissions_2036,solar_injection_emissions_2037,solar_injection_emissions_2038,solar_injection_emissions_2039,solar_injection_emissions_2040
620176,0,40,2,956.3201999999999,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",10207,0,222,8072,7745,169550,1304,3155,"---
r1: 17250
r2: 12075
r3: 621
r4: 17250
r5: 12075
",0.0,8617,type_124,OPEN,1998.0,16258.0,Gasboiler,185187.905,Gasboiler,1151.4930739177275,2241.201859278262,1193.259359644874,2232.7461479619756,1233.10074001521,2224.680139577731,1271.105929181028,2216.985873676128,1307.3595526775932,2209.6462175606925,1341.9423358574436,2202.644828138782,1374.9312836402185,2195.966115530687,1406.3998519782551,2189.5952083559005,1436.4181114197631,2183.517920619256,1465.0529031337705,2177.720720123205,1492.3679877442655,2172.1906983358917,1518.4241873049389,2166.9155416479366,1543.2795207306608,2161.8835039539235,1566.9893329872493,2157.083380497536,1589.606418327209,2152.5044829221115,1611.181137845828,2148.1366154710513,22502.91172640604,35033.419253651075,2280.7152,127.21846846846847,1089.7087853605344,1039.4867883171016,991.5793995625211,945.8799444951001,902.2866648830993,860.7024922813384,821.0348318904687,783.1953563776453,747.0998091994929,712.6678169894344,679.8227105916262,648.4913543429977,618.6039832232627,590.0940475102866,562.8980645949025,536.9554776252232
565517,0,72,2,1326.3156000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",7891,3155,216,8912,7745,172650,1283,3155,"---
r1: 17250
r2: 12075
r3: 618
r4: 17250
r5: 12075
",315.1,8617,type_116,OPEN,1980.0,29577.0,Gasboiler,185030.842,Gasboiler,1522.1248083925407,2611.833593753075,1564.02726738475,2603.5140557018517,1603.9985451293721,2595.577944691893,1642.1276450190658,2588.007589514166,1678.499468499085,2580.7861333821843,1713.1950041159448,2573.8974963972832,1746.291507853298,2567.3263397437668,1777.8626751565728,2561.058031534218,1807.9788050294223,2555.0786142289153,1836.7069565673696,2549.374773556804,1864.1110982771997,2543.933808868826,1890.2522505145964,2538.743604857594,1915.1886213571697,2533.7926045804325,1938.9757362154328,2529.0697837257194,1961.6665614703345,2524.564626065237,1983.3116224126286,2520.267100037852,28446.318573394787,40976.82610063982,2650.7106000000003,161.6412037037037,1089.7087853605344,1039.4867883171016,991.5793995625211,945.8799444951001,902.2866648830993,860.7024922813384,821.0348318904687,783.1953563776453,747.0998091994929,712.6678169894344,679.8227105916262,648.4913543429977,618.6039832232627,590.0940475102866,562.8980645949025,536.9554776252232
505863,0,17,2,768.5298,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",4058,3155,161,4058,6315,176500,1110,3155,"---
r1: 23250
r2: 16275
r3: 1159
r4: 23250
r5: 16275
",315.1,7181,type_102,OPEN,1958.0,21712.0,Gasboiler,183472.448,Gasboiler,926.2498448287176,1814.75997775987,960.001361240734,1807.5622480351171,992.197353295943,1800.6962439657068,1022.9095112850877,1794.1466771322866,1052.2062214697828,1787.8989637211414,1080.1527183570863,1781.93919205065,1106.8112299561149,1776.2540915943732,1132.2411163401364,1770.8310034317865,1156.4990018226777,1765.6578520608698,1179.638901041962,1760.7231185097835,1201.7123392344201,1756.0158146877604,1222.7684669650994,1751.5254589181054,1242.8541695704218,1747.242052598815,1262.0141715569994,1743.1560579388533,1280.2911361889649,1739.258376720509,1297.7257604855665,1735.540330040542,18116.273303639715,28333.207459166173,1848.3948,115.05900621118012,888.5101329311524,847.5608867943831,808.4988906697638,771.237165847199,735.6927422513586,701.7864736935637,669.4428616382584,638.5898870916501,609.1588502381921,581.0842174678214,554.3034754533403,528.756991953006,504.38788302839316,481.14188638185396,458.9672405315441,437.8145695549754
557657,0,41,2,1052.9765999999997,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",6536,3155,215,8176,7745,173050,1282,3155,"---
r1: 17250
r2: 12075
r3: 561
r4: 17250
r5: 12075
",315.1,8617,type_114,OPEN,1980.0,37373.0,Gasboiler,183404.87000000002,Gasboiler,1248.8161100341986,2338.524895394733,1290.7250534676016,2330.211841784703,1330.702516801475,2322.281916363996,1368.8375172018295,2314.7174616969296,1405.2149692524893,2307.5016341355886,1439.9158740330163,2300.6183663143547,1473.0174994824922,2294.052331372961,1504.5935524507784,2287.7889088284237,1534.7143428203585,2281.8141520198515,1563.446940064207,2276.1147570536414,1590.855322588292,2270.678033179918,1617.0005201912466,2265.4918745342443,1641.9407499584313,2260.544733181694,1665.7315458929656,2255.8255934032522,1688.425882572388,2251.3239471672905,1710.0742931062853,2247.0297707315085,24074.012689918054,36604.520217163095,2377.3716,131.0581395348837,1089.7087853605344,1039.4867883171016,991.5793995625211,945.8799444951001,902.2866648830993,860.7024922813384,821.0348318904687,783.1953563776453,747.0998091994929,712.6678169894344,679.8227105916262,648.4913543429977,618.6039832232627,590.0940475102866,562.8980645949025,536.9554776252232
655481,0,24,2,829.1664,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + PV full roof with battery + Solar Thermal Collector",8069,0,180,4913,5852,167800,1188,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,6702,type_130,OPEN,2012.0,10431.0,Gasboiler,181296.47500000003,Gasboiler,970.4932566918615,1793.8600497105635,1000.7366904182102,1786.15653357272,1029.5862786882378,1778.8080535416752,1057.106260409923,1771.7982468767177,1083.3579138780146,1765.1115049556,1108.3996932214122,1758.7329385190742,1132.287358562021,1752.648344517221,1155.074100174908,1746.8441744837498,1176.8106569262186,1741.3075043678498,1197.5454292525858,1736.0260057564167,1217.3245869335901,1730.987918422576,1236.1921718972574,1726.1820241393777,1254.1901962875017,1721.5976217003533,1271.3587360118818,1717.2245030913132,1287.7360199779696,1713.0529307603285,1303.3585152170378,1709.0736159352828,18481.55786454863,27949.411970350815,1829.8584,105.27777777777777,823.3667930187021,785.4198431545099,749.2217748534374,714.6919864667948,681.7535910775853,650.333245297662,620.3609859552,591.7700743088419,564.4968474416312,538.4805765038309,513.6633314889859,489.9898522421204,467.4074254128516,445.8657670794314,425.31691078235895,405.7151007182449
673725,0,48,2,1188.9702000000002,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + PV full roof with battery",10752,0,222,7596,7033,163000,1310,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,7899,type_134,OPEN,2012.0,8854.0,Gasboiler,180125.30199999997,Gasboiler,1362.386495207445,2351.918049428315,1399.4969521576793,2343.423431464868,1434.89707944528,2335.3203095451136,1468.6657019566874,2327.590640579546,1500.87801173325,2320.217213040266,1531.6057354001164,2313.183608636353,1560.9172938787406,2306.4741657555214,1588.8779547386362,2300.073944590667,1615.549977527605,2293.968693873639,1640.9927524040631,2288.144819142177,1665.262932380132,2282.589352469339,1688.4145594699837,2277.2899235880345,1710.4991850243082,2272.234732346349,1731.5659845188675,2267.41252243234,1751.661867052727,2262.8125563097897,1770.8315797999803,2258.424591309108,25422.5040626955,36801.07855451142,2391.6132000000002,127.20045045045045,989.53155422087,943.9264793071886,900.4232300998335,858.9249386228585,819.3392013070159,781.5778732362364,745.5568718767809,711.1959898520308,678.418716346034,647.1520667381137,617.3264200892067,588.8753641180508,561.7355473220409,535.8465379134727,511.1506892570626,487.5930115091278
511321,0,28,2,805.9086,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",3631,3155,163,3631,5613,172900,1130,3155,"---
r1: 23250
r2: 16275
r3: 1119
r4: 23250
r5: 16275
",315.1,6463,type_103,OPEN,1958.0,24912.0,Gasboiler,179980.93099999998,Gasboiler,941.7508595518041,1731.4907449267143,970.8206094221347,1724.1633263780923,998.5506060376008,1717.1736105236473,1025.0025953296922,1710.5060334770126,1050.2354775118226,1704.145748653054,1074.3054382314733,1698.0785937092205,1097.2660736778603,1692.291059010488,1119.1685099236947,1686.7702575476744,1140.0615167667752,1681.5038962421468,1159.9916163249018,1676.4802485730227,1179.0031866259187,1671.6881284659185,1197.1385604235431,1667.1168653850984,1214.4381194590203,1662.7562805735683,1230.9403843784874,1658.5966643882018,1246.6821005062689,1654.628754679437,1261.6983196650901,1650.8437161673985,17907.05397383609,26988.23392870069,1765.7316,114.08895705521472,789.7398853749103,753.3427169559576,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326277,567.6017476239797,541.4423794753716,516.4886322481209,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731681,389.14539650230836
670216,0,33,2,1013.4954,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + PV full roof with battery + Solar Thermal Collector",10494,0,221,7338,7745,162400,1300,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,8617,type_133,OPEN,2012.0,8576.0,Gasboiler,178443.154,Gasboiler,1208.7894804843586,2298.498265844893,1250.581703976279,2290.0684922933806,1290.4478267036218,2282.027226266143,1328.4766179120825,2274.3565624071825,1364.7527556912103,2267.0394205743096,1399.3570155257294,2260.059507807068,1432.3664501569954,2253.401282047464,1463.8545611550778,2247.049917532723,1493.8914625835077,2240.9912717830007,1522.5440371211225,2235.211854110557,1549.876084988634,2229.69879558026,1575.9484660115402,2224.439820354538,1600.8192351357097,2219.4232183589725,1624.5437716973793,2214.637819207666,1647.1749027354233,2210.072967330326,1668.7630206204565,2205.7184982456797,23422.18739249913,35952.694919744165,2337.8904,120.6131221719457,1089.7087853605344,1039.4867883171016,991.5793995625211,945.8799444951001,902.2866648830993,860.7024922813384,821.0348318904687,783.1953563776453,747.0998091994929,712.6678169894344,679.8227105916262,648.4913543429977,618.6039832232627,590.0940475102866,562.8980645949025,536.9554776252232
287317,0,21,2,676.5894000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",7084,0,189,3928,5613,165300,1218,3155,"---
r1: 23250
r2: 16275
r3: 1075
r4: 23250
r5: 16275
",0.0,6463,type_60,HALF_OPEN,1958.0,25116.0,Gasboiler,177712.94999999998,Gasboiler,809.7651150859199,1599.5050004608302,838.264234131225,1591.6069510871826,865.4498988925397,1584.0729033785863,891.3826432464862,1576.8860813938065,916.1202112122373,1570.0304823534686,939.7176855291823,1563.4908410069295,962.2276103087655,1557.252595641393,983.7001080336022,1551.3018556575819,1004.1829911643935,1545.6253706397652,1023.721868603155,1540.2105008512758,1042.360247249813,1535.0451890898128,1060.139628878312,1530.1179338398672,1077.0996025479353,1525.4177636624834,1093.2779327556216,1520.934212765336,1108.7106435255523,1516.6572976987206,1123.4320986232592,1512.5774951255676,15739.552519788,24820.732474652606,1636.4124000000002,95.24603174603175,789.7398853749103,753.3427169559576,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326276,567.6017476239797,541.4423794753717,516.4886322481208,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731683,389.14539650230836
250712,0,29,2,697.3037999999999,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",6783,0,188,3627,5098,164300,1179,3155,"---
r1: 23250
r2: 16275
r3: 1008
r4: 23250
r5: 16275
",0.0,5984,type_52,HALF_OPEN,1945.0,14726.0,Gasboiler,176506.646,Gasboiler,816.0559336568192,1533.3361644854836,841.4684586940322,1525.6910083183814,865.7097829715276,1518.398198590602,888.8338842509623,1511.441496521591,910.8922525917538,1504.8054117362394,931.934005003155,1498.4751677727177,952.0059948122987,1492.4366691799694,971.1529159917378,1486.6764701316004,989.4174026787848,1481.1817444862754,1006.8401241082514,1475.9402572279591,1023.4598751699699,1470.940337222405,1039.313662792743,1466.1708512292312,1054.436788347067,1461.6211791117144,1068.862926250121,1457.2811901891064,1082.6241989480409,1453.141220678811,1095.751248442447,1449.1920521781974,15538.759454709714,23786.729419060288,1569.0618,96.79255319148936,717.2802308286643,684.2225496243492,652.6884156190745,622.6076122706287,593.9131591444856,566.5411627695627,540.4306743676707,515.5235541398625,491.7643418074906,469.1001331197077,447.4804620524352,426.8571884364883,407.18439076464733,388.4182639389853,370.51702173077,353.4408037357505
